Reservation-id,Reservation_Status
62838233,3
16279861,3
81200609,3
67118671,3
49644870,2
50082265,2
20794778,1
73042352,2
18409964,3
70788551,1
42004070,3
34115215,2
84539295,1
60111231,1
56321763,1
17905639,2
52664408,2
98921286,2
46096867,2
51499029,1
9425826,2
61763538,2
68767075,2
24065252,2
56151689,1
95687144,3
51881559,3
32939582,3
269319,2
87676829,2
77358652,2
92544167,1
87927325,1
38001139,2
4542842,1
70512641,2
52717568,2
67352978,2
4734692,2
83194140,2
93223407,3
65758952,1
91585570,2
59665742,1
17786035,3
74306619,2
44014777,1
88020741,1
56480485,2
36492621,1
72255960,2
96786267,2
36743163,2
61808366,3
4084643,2
55305311,3
6656692,1
35268612,2
30099568,3
49913126,1
81650927,2
47515896,2
21898328,1
73043218,3
65630542,2
63409154,1
25080457,1
19836054,3
83975325,2
15293012,2
78131327,2
38344172,1
15136951,2
95066467,3
69364978,2
83076151,2
45815750,2
28146454,3
35190891,2
46923817,3
9659883,3
19358187,2
45244301,1
7243540,3
37331725,2
43649142,3
67311265,3
97787496,1
68829691,3
14898599,3
2208574,2
85411428,2
92473170,3
24920269,1
82468346,3
61464854,2
64260613,3
58562037,2
47934607,1
18473518,3
6174918,2
92692764,3
28515154,2
50675442,2
53261183,3
62286239,3
6723048,2
11135004,2
93506333,1
12386368,1
3680052,2
63716527,3
12431258,3
12946891,3
38282546,1
19585385,2
61708136,2
36684071,2
92236537,2
7934880,1
52580122,3
33053296,3
26818960,2
80423078,2
4535931,1
48747739,3
43683213,2
5025557,3
53985327,2
92923307,3
88450074,2
72110617,3
97619755,2
9236843,3
47095080,3
87587990,3
82451090,1
25553539,2
60362942,2
35025933,3
46262420,2
54353311,3
45625478,2
22498134,1
38550520,3
59567899,1
85263081,2
86272483,3
77150487,2
2718958,2
86529128,2
63593222,2
97907044,2
57117704,3
34139728,3
69755703,3
50295425,3
489569,2
20460868,2
34146657,1
44442423,2
61735297,1
16238707,1
98540026,2
16232630,1
88794796,1
52604895,3
92337882,1
9201042,1
91836596,1
16527896,2
41614945,2
29951275,2
75058864,1
95310373,1
73653384,3
32004848,2
53583531,2
58034214,1
98233510,2
4454983,2
672637,3
68525273,3
21361529,2
67048647,1
67690197,3
61528433,3
97727786,3
37595100,3
6302097,2
69754182,2
72259602,2
3641848,3
32731707,2
3556731,1
60940241,1
93897474,3
65715013,1
82670065,1
98928971,2
9907656,2
52294619,2
82509446,3
14366947,2
86425434,3
38431913,3
84678556,3
26967757,2
30037430,3
10378995,1
65525448,1
79897767,1
738956,1
52312220,3
12973691,2
1136559,2
85771728,3
83911057,2
78641911,2
56483609,2
97270148,2
22744114,2
3477007,2
11471017,1
65751836,3
78283725,2
68656076,1
34125677,2
29373913,2
32247205,1
70741695,1
74248187,2
92259027,3
3596204,1
23506394,3
65045531,1
98577176,2
59986478,2
94955605,3
35655135,3
23663674,1
99664548,1
59855510,3
18969348,2
26265371,3
55750229,2
89602422,2
90783462,3
34300225,3
46903391,3
80155697,1
27662142,2
6222390,3
85524525,2
37480007,2
55428598,3
65797493,1
20061960,3
47199087,2
10260418,3
9746752,3
67139468,2
60634871,2
53819054,3
89830064,1
33243297,2
34890362,2
35896451,2
34911706,2
25998722,2
97178538,1
649124,2
61367175,3
17460804,2
85973647,2
44925821,3
42420723,2
69893288,3
31899876,2
62575378,2
63669387,2
55667532,3
70405950,1
38224976,1
90491030,2
72970791,1
40483145,3
87800461,3
94525681,2
93422353,1
39341346,2
65817461,2
81624414,3
49497444,1
1164005,3
85925462,3
91210577,2
90397982,2
79389419,2
32941111,3
86861463,1
94442457,3
38607749,3
70560954,2
29388468,3
84899203,3
22945006,2
30689639,3
61622598,3
95414443,3
43581896,1
86078165,3
77062771,1
84263576,1
12584187,3
11256358,2
9122782,3
43778704,2
17470915,2
65940919,2
25192909,2
40113251,1
27380459,3
93153045,2
71846686,2
4363902,3
89617312,3
77224569,3
60284929,2
89154977,3
38987701,2
60529273,2
80988629,2
95564150,2
23565115,2
71925855,1
56594943,2
62896128,2
320974,2
61945559,2
51102079,1
17944404,1
74097915,2
72961577,2
9406065,1
31712999,1
772477,1
40876045,2
15525680,2
1220121,2
66373347,1
77485565,3
1709337,2
78783753,1
36118674,2
16034345,1
95411958,3
65283644,2
65974018,1
97308841,1
94035715,1
2780702,3
57537559,3
51223964,2
47840681,1
67776455,3
89529997,2
57812290,1
94519587,3
79663212,1
54828270,2
74811794,2
83345601,1
56570387,2
95026867,2
51381402,3
58074618,2
45015777,3
20609696,2
53246505,1
17367864,3
78968593,2
75176421,1
61418404,3
85020961,2
91920213,3
20137143,3
32345779,2
34956784,2
73216190,2
81278503,2
76449258,2
39481842,2
59827519,3
47252802,1
35043113,2
24583080,2
73050389,3
72460331,3
76872180,1
2132883,2
24137681,1
91676758,1
51264056,2
34657093,2
82768374,3
62247784,1
9209094,2
8727009,1
99694281,3
75890985,2
7334404,2
69203107,1
15049567,3
40660103,3
84200991,2
68582654,2
78684562,3
2255268,2
16921933,2
63837732,1
4731034,1
2823450,3
65338348,1
70252390,2
68425557,2
35313163,2
90162894,2
22124694,2
93127191,1
66087258,2
99927089,2
66271439,3
33981655,3
45405102,3
74623799,1
45329763,2
40057073,3
98869764,3
63689535,2
40679347,1
10231015,3
4768008,2
84146039,2
58162426,3
72961971,2
89192605,2
29711403,2
38619269,1
18739601,3
67221043,1
30962836,3
57123141,2
64247976,2
32539333,2
71881293,1
4498414,2
30658759,2
50848259,3
42166026,3
60918816,2
8554259,2
79685291,3
18061332,3
34182637,2
20209689,2
70923481,1
53176772,1
57825978,1
76289146,1
70522186,2
79469857,1
56567337,2
65100356,2
67322260,3
84520269,1
31754068,2
80079409,3
88645371,2
72759458,1
26478361,1
84805785,2
54353676,1
42664865,2
68053239,2
19544177,1
2042510,2
16366144,2
12280716,1
64301770,1
75984731,2
71615098,3
82440114,3
3633598,1
28676460,1
25997925,1
13468858,2
76193682,3
15938319,3
26316748,2
69906105,1
99146661,1
5100624,2
51555503,1
23378791,3
10181515,2
25247938,2
66900837,3
50504572,2
86339920,2
84106109,2
27926291,2
24563762,3
26614815,2
57297857,2
38096780,2
24372436,3
85819413,1
91042702,2
68953549,1
44390749,2
29163663,1
24744742,3
99742323,2
3494637,3
46430910,3
87687863,3
36272486,1
89842859,2
75033128,2
27927711,2
33515702,2
63063406,1
31874018,1
2474153,1
96647907,3
78617449,2
56358558,3
48419566,2
13868313,2
50918269,3
1097513,2
7640295,3
73305940,1
25777461,2
69099321,2
77466976,3
76053774,1
96792780,2
98761627,3
73437079,1
90953434,1
60335743,1
78402237,1
47994902,2
15981661,1
93844687,1
84852694,1
48273730,3
64483572,1
57590463,3
2516360,1
16393790,3
42746498,2
6013315,1
20914768,2
29868001,3
82789513,1
91924362,3
59292493,1
54269093,2
80007056,1
91930301,1
71591534,3
61340580,2
17562504,1
11362956,2
34700604,3
41874714,1
81399524,2
244000,1
65102091,1
96681770,2
3042934,1
10668465,2
12693432,3
84215591,3
80554215,2
5322069,3
32202952,2
38282132,1
78657053,1
73222811,2
91388609,2
83226738,2
32597237,2
77491577,3
64627593,1
83467621,2
39378946,3
30573845,3
76301539,3
15413452,2
59474405,2
18401635,1
76529547,2
7379978,3
12870914,1
38688367,3
51572415,1
61096650,2
84100297,2
66660796,3
82925803,2
49009601,2
80720138,2
82681968,1
46283531,3
36192374,2
87846915,1
964706,3
95722773,2
13090702,1
92563485,3
44574975,3
62829280,3
2519077,2
52702877,2
11817789,3
21486995,2
82240870,2
81843608,3
27177544,1
90373160,3
84805472,1
90287000,2
6372131,2
45982138,3
32649490,1
52362704,1
74782301,2
88582394,1
5778999,1
99865370,2
56993732,3
58545933,2
68090145,3
82015514,1
73986568,3
41768772,1
8639098,3
71066522,3
66271696,1
60976249,2
88813842,2
45257482,3
45205638,2
70883085,3
73940542,3
9181036,2
53524606,1
77246132,3
37867080,2
99805169,2
50339108,1
44021654,2
8853439,2
11103245,2
22592855,3
71025964,1
65651720,3
24262834,3
33720048,1
68422365,2
86629674,2
33621396,3
53001947,3
99468721,2
13977094,1
97698460,3
88107235,2
32880915,3
94103059,2
23934717,2
64829276,2
29933861,3
30948732,2
94698701,3
35653219,2
87537168,3
68550289,3
22356627,3
95289606,2
91802072,2
89261512,3
56446220,1
54890181,3
95094327,3
80509987,3
74754942,2
67380812,1
99756896,2
2430028,1
77648216,1
83191944,2
17684010,2
29226178,1
99708842,1
69210554,3
33465549,1
81670375,3
23380975,3
69729338,2
89183454,3
75878079,2
36265195,3
32969255,2
28930887,2
50815091,2
1881274,2
1155758,1
64172176,2
29271830,1
91401105,2
78336302,1
34951489,3
63801194,2
89966347,1
10808461,2
4406534,1
7602665,1
40660488,2
93569363,3
42802734,2
19595191,2
95357202,2
83609095,2
67585602,2
95974371,2
9625508,2
38099293,1
72649830,2
14660067,3
41232727,2
23402166,2
4984128,1
21210426,2
41447112,2
60634462,2
8234321,2
21742258,1
255736,3
87479737,2
44802651,1
6301724,2
7975341,2
3863462,3
20779713,1
72020813,2
10459657,2
69510797,2
61443270,3
47713030,3
61438557,1
39523483,1
60959311,2
68800796,1
30713627,1
3141740,2
44778691,2
40673727,3
86740083,3
45058735,2
50054962,3
66661559,2
11384099,3
1624305,1
97629136,1
12775174,3
68109958,1
98499290,1
82624659,3
20472760,1
87054305,3
18197773,2
442773,1
39873114,1
92146832,3
87410502,2
79043692,2
54551201,2
40962670,2
59372611,1
1482209,2
86239976,2
82771697,3
39319078,2
24387898,1
6229724,3
28534345,3
51997718,2
19167171,1
61117547,1
64788698,2
12960669,2
11787022,2
34818088,3
67165469,2
67459890,3
65155373,1
48498201,2
92165704,3
33247236,2
46678262,2
63491163,2
47950865,1
68385398,2
22697348,3
66088269,1
57011312,2
3061001,2
25175876,2
12286644,2
53403546,2
30929972,1
42702118,1
9235904,3
43987683,1
13579467,3
1829883,2
88992850,2
6830595,1
19915866,3
41278258,1
80670693,2
75433844,2
4318167,2
25692244,1
56763048,2
94230735,3
18759065,3
39385054,3
39295632,2
29101448,3
23973990,2
33218331,3
77697751,1
52593494,1
72754167,2
29525359,3
87476952,1
59685178,2
81641413,1
79100181,2
95245839,2
22640274,3
46795646,1
68422702,1
97204913,3
95444147,2
322633,3
98072286,3
21107683,3
71511156,3
46335826,1
68398987,1
8987123,2
12827854,2
43711013,2
79780211,3
31267900,3
99850766,2
52418975,2
65554993,2
41176381,2
21483630,2
46162917,2
12828035,3
22687237,2
8108399,1
94112231,3
97245300,3
82029052,1
43272362,3
69999465,2
74302517,1
57351878,2
15577242,2
82280845,2
3326101,2
32240604,2
54139621,2
80424676,2
47831746,2
70681972,3
26551703,1
100679,2
85458407,3
76449238,1
19023443,1
97569024,2
31790666,2
96561506,3
70812048,1
70771145,2
85065167,1
58312846,2
85446936,3
18683134,1
37261811,1
48590326,1
90511459,1
88402771,2
18609405,1
70536512,3
48723766,2
71682104,1
84472884,3
94540524,1
20081672,2
90498156,1
39862102,2
2986513,2
71020923,1
11050974,3
73947319,2
25148166,1
26200175,3
63700293,3
65966555,1
73094116,1
94797207,3
41802714,2
25360364,2
62913302,3
48317204,1
11679216,2
344030,3
26342770,2
2130705,1
47654490,2
21859676,2
9377354,3
57546978,2
7190821,2
14372532,2
69350556,3
40747350,2
64810591,1
41043772,2
21753367,2
80434987,1
37868684,1
51249933,3
80359817,1
49489899,3
23216017,2
88072468,1
23142597,3
81007808,3
54623562,3
18324699,1
75498272,1
1168199,1
47904671,2
55625010,2
93802723,1
60312495,3
27958779,2
54691652,2
146559,1
63061351,1
34952205,1
35587413,1
92386141,1
68007883,2
57477534,2
7771634,3
60610853,1
64099015,2
48980211,2
53361809,1
72565508,2
33983544,2
76884064,2
26480449,2
36637637,2
55159501,2
62075452,3
96603700,2
58434136,2
50250520,2
8551884,2
85496242,2
60183897,3
23295227,1
31423767,2
64465482,3
78474247,3
62561054,2
10245009,1
80245871,3
79192194,2
5827840,3
48867091,1
67906642,2
26314538,3
72862999,3
71352584,1
54379534,1
32829294,1
20971718,1
44936084,3
16012987,2
71421587,1
96874644,1
25404551,3
91368194,3
25128592,2
39421277,1
83073780,2
72464404,1
69692541,2
26635402,3
45065812,3
10977469,2
90675225,2
28449927,2
24375409,2
27550950,2
49442899,2
52865393,2
26100559,2
98967268,2
33902173,2
51494485,2
12503686,2
97884772,2
12243817,3
17410417,2
77507446,1
46167372,1
41551935,3
15561096,2
64106937,1
86772355,2
91274201,1
99710889,2
30492803,1
74914286,3
31427936,3
20205577,2
78337063,1
22339600,2
19874078,3
56326367,2
46598038,1
65740316,2
40028177,2
75646514,3
5152643,2
1105612,1
66485161,2
76426906,1
44654410,1
90528802,1
12965017,3
49823963,3
57078122,1
49531178,2
61878166,1
33810479,3
73771918,2
38371274,2
91007713,2
59377797,2
77291288,3
22691991,2
11024543,3
55315656,2
59995428,3
43061646,3
34458985,1
81263177,3
86380742,2
32894739,3
11831033,2
9536552,3
65456983,3
77304094,2
51453126,3
89330598,3
45527180,3
23711406,3
18858868,1
59430808,2
43117469,3
53807169,1
23758133,1
56271369,3
75383675,3
15776314,2
7353440,2
50671309,1
16988296,1
59097958,1
68141368,2
41782313,3
37579960,1
13925964,3
76438193,2
17183138,2
92185592,2
86429823,2
33147964,2
81894339,2
51268497,3
1387022,3
93019323,2
97808763,2
89514467,2
66229306,1
94180843,2
84993696,2
98839800,1
385120,1
87732768,2
92762969,2
83085916,3
10618184,3
26680071,2
12981748,2
59549278,2
9526815,2
81392523,3
60572413,3
39246430,3
3094636,2
20506586,3
69117467,2
69787976,1
81349158,2
51743437,2
49476942,2
71839850,3
89341744,3
93008272,2
2219837,2
41751726,1
66838564,1
6724635,2
2241902,3
86151761,2
80147569,2
7101365,1
44511291,2
88079653,2
52865260,3
33218313,2
34824911,2
58810231,2
58130671,3
85207721,2
93964114,2
59789215,3
4649037,2
58358126,1
4650785,1
44716312,2
43314265,1
12961368,1
64349345,2
4588276,2
62187682,3
65922130,2
56454382,3
15154520,3
73935467,1
32794287,3
71999295,2
59532442,3
6634001,1
14908846,3
30991152,2
21915580,2
88370208,3
46845932,3
94592577,1
8139697,1
48116251,2
29726119,3
98939344,2
23964548,2
36722406,3
82038699,2
21051428,3
37198035,2
73884821,1
66522950,1
80729114,2
60290818,1
84211221,3
93372712,2
26270930,1
25714167,3
48131698,1
56723341,2
73052957,2
83968500,2
29536498,2
41275836,3
62914733,3
12030000,1
10180058,1
2712446,1
46374832,3
6155515,1
77919222,2
67485233,2
32731314,1
49308675,2
13300044,3
97331668,3
57298799,2
95496525,2
48044351,1
10344640,2
1860691,1
30032094,2
52576883,1
83216764,1
21313241,2
75104688,2
26077976,2
56731782,1
11755297,2
3995196,2
55448267,2
63331247,1
423519,2
92672803,2
41823717,3
15869969,2
61297830,1
13844550,2
45326867,1
48394298,2
69388614,3
5166281,3
39154996,3
834471,2
10032261,2
76697462,1
12103210,3
59820162,1
12266886,2
54070340,3
96352434,1
35245843,2
87923139,3
56960414,3
96042376,2
4577940,3
91978599,2
22850339,3
94106138,2
7684286,1
70709751,2
8399281,2
99113400,3
22778822,2
16044174,3
41842808,3
22463820,3
77617534,3
47527250,2
27900391,3
98411832,2
67344420,2
67746547,1
43473465,2
95756858,2
87840884,3
10958598,2
75104092,2
25633505,2
22101459,1
76431464,3
38684336,3
92476858,1
45200833,1
88957616,1
57085019,2
38696010,2
2798037,2
54374290,2
37171306,1
27965213,2
536219,1
69557488,2
92635162,2
55668964,1
77747162,3
77213711,2
50413354,2
46148474,2
30884270,1
45601437,2
38810153,3
90947336,2
64809030,1
47504653,3
85537455,3
64805405,2
13543115,3
6450455,1
71846898,3
25442004,3
46009929,3
99982225,1
2293656,1
61097617,3
53979776,3
18055208,2
30723442,2
34210726,2
62585112,2
57055232,1
62074286,3
55645316,2
2221573,3
11628282,1
52522070,2
99051077,1
7576530,3
68285617,3
22876778,3
30772530,3
28027298,1
54822029,1
12402536,3
42883842,3
29453719,2
99528131,2
15938091,2
68333080,3
12447784,2
6280972,3
62412818,2
46733506,2
18609182,1
51293574,1
16841366,2
24341514,2
92081153,2
2982616,3
78317376,3
26590311,1
9222955,3
84792801,3
72211200,2
98482889,1
74399157,2
9784901,1
84087248,3
2466496,2
5798406,2
10805856,2
74038897,2
76166687,2
70256430,2
99539532,2
27774731,2
83108063,2
6453675,2
70095267,1
10866821,1
42285667,3
6541697,1
298258,3
94997431,2
68526693,2
64493971,2
35060342,3
63755975,3
30597945,2
59019732,2
54874457,3
54153141,1
16928467,3
78017410,2
24066672,2
11344846,2
47718960,3
18063859,1
48947279,3
73170938,2
35679838,3
38262540,2
22808223,2
54960834,3
8615769,2
15612750,1
35364024,1
82832190,3
5851697,2
83584833,3
71309814,3
63792048,2
21168262,1
55655549,2
91294583,1
65487723,3
85150317,2
37320281,2
69474947,3
78619486,2
85348285,1
14680676,3
63111394,3
76479422,1
31645350,1
78326224,3
90661793,2
25838820,3
98918449,1
60333915,3
74267204,1
97374427,3
79409258,1
48860043,2
30125722,3
5207284,3
76354945,3
78016591,3
47661716,3
66083124,2
21201121,3
42701655,2
70452869,3
99599082,1
41421084,1
70476396,2
39944616,2
18432525,2
73203994,2
26615892,2
35122476,3
4882237,2
21645389,2
83031683,3
75054217,1
70316383,1
58509971,3
72766823,2
30963900,2
67478845,3
15271098,2
67570740,1
83674014,2
7307988,3
97205512,1
49059940,1
63290286,2
48293717,1
79607632,3
49317412,1
55594999,2
44074683,1
49344213,3
36336995,3
11853594,2
91734377,3
20227183,2
1265547,2
51735086,3
87646214,1
95376728,2
37469563,2
37633288,3
18228713,2
55647895,3
38157546,2
97318445,2
82754814,2
33911269,2
75188130,1
61833829,1
40313708,2
48031238,2
11834483,2
22731352,3
52792899,1
45638406,2
16961545,1
9528344,1
60252468,1
97393857,3
69172836,2
92622070,3
42478621,1
72967028,3
95075959,3
21543690,1
83646596,3
84621589,2
78623723,2
54339997,1
53359936,2
52499554,2
32754623,1
51605539,2
52547915,2
80338288,2
94586433,3
80916902,1
99259352,2
80523635,1
47232512,3
3843255,1
7628369,2
84297555,2
20086711,1
8245282,1
65627144,2
81225306,1
71797829,3
91683299,2
4440528,2
55454923,2
61081612,3
83804555,2
95319204,1
49618143,2
78710175,1
96462721,1
69441406,1
47358170,2
21007556,1
74220194,2
86167775,3
74789631,2
26698230,3
98365493,3
1623211,2
30332079,2
79247958,3
6146859,2
87000052,3
76695249,2
29713558,3
9907801,2
9317491,3
25780833,2
21098527,2
85936303,1
37055225,3
64574136,1
60991661,1
26136545,2
95327958,2
79736508,2
7734288,2
72492324,2
38294195,2
19164874,2
85685705,2
32601571,2
82920139,2
71071216,2
31439444,2
71728834,2
67895136,3
94618632,1
26641241,2
97765897,2
67462384,2
92843509,2
47546011,2
32481134,2
19037297,2
6867527,3
18738048,1
91247576,3
28348117,3
14776929,2
88946501,3
60198776,2
46882893,3
32891408,3
83953970,2
50560181,3
52490175,1
31978954,2
92943593,2
77390700,2
79076594,2
8334519,2
81577179,1
8584289,3
11599120,1
45473652,2
5909549,2
49689234,3
37334356,1
48431379,3
90897814,1
13411865,1
81303565,2
84587880,2
53849700,1
76739157,1
35894492,3
15576528,3
37326239,2
21551504,2
20748907,2
87138372,1
66875030,3
12482222,2
30603259,3
16621201,1
49459908,2
65324279,2
44524349,3
68518967,3
67638190,3
28701425,1
31825028,1
50781984,2
57645092,2
60731930,3
1049488,2
93125226,2
47779427,2
23910370,2
95762631,1
51245266,2
31656607,1
39233359,3
45217885,2
90697590,3
17473992,2
65377461,1
16315798,2
97368251,3
55295718,2
26941717,2
16214362,3
48306430,1
66830972,3
65237582,3
61940550,2
1384720,3
51845553,2
30442529,3
19693266,2
25532421,2
78552256,2
27935584,1
37133968,1
75078090,3
46138443,1
90018189,3
75038038,1
13666585,2
48146893,1
48234921,2
73228748,2
62956131,3
95425926,2
24147362,3
80924116,2
4431018,1
89126590,2
76107510,1
19447668,2
28032096,2
98154983,3
16442638,3
21374488,1
20352990,2
62553001,2
17358202,1
82328228,2
32732253,2
44499858,2
92341843,2
38093978,3
24552370,3
83651671,1
13648146,3
7952936,3
90405063,3
71365967,3
86538332,2
13639344,1
68492935,3
22308123,1
27430394,3
16523014,2
99727808,1
15228342,2
8753114,3
25464158,1
74042706,2
87651378,2
48230750,2
9429360,2
89908453,3
59779632,2
53634788,1
86158783,2
72671408,1
95379227,1
98705794,2
23773248,2
53558353,2
62812607,2
8662623,3
57729089,1
30172004,2
68318,3
78725187,3
42471625,3
92539534,2
27777100,2
49896464,3
49627174,3
63452695,1
11839133,2
60252383,2
28203548,1
52145976,2
96245471,3
85619324,2
22689905,3
82119035,2
5613791,1
2790403,1
15246210,2
56761077,2
35673687,2
34662730,3
7891943,3
56720001,3
36833630,1
35333204,2
32631580,2
1241907,3
23434367,1
90964626,3
85846294,1
14411182,2
43504013,2
67541827,2
76235501,1
60141508,3
58831831,2
59293650,1
32836106,2
17183168,2
35902527,2
21646184,2
40824343,3
22052744,2
64189516,2
56300692,2
93449150,3
79235295,1
21613979,2
55967964,2
29913598,3
93742460,2
66606126,3
95367563,1
87162513,2
92526335,1
8076511,2
73847953,3
47385700,2
77966835,1
37579215,1
26243545,1
21812269,2
6409114,2
57392971,1
19767398,2
74060235,2
28124818,1
59580432,2
62540637,3
7264169,3
5706435,1
66555318,2
95070625,2
54944571,3
45080277,2
40542724,1
7274014,3
70068622,1
31012066,3
21220589,2
85837267,2
36695999,2
42331245,2
67143963,2
82558546,2
46947074,1
81821726,2
88317524,2
60382297,2
81119941,2
57582771,3
85868552,2
40289722,3
6666823,3
11419979,2
23989351,3
86757901,1
15881609,2
82764348,3
43713979,2
11630234,2
10541829,3
36609272,2
84098506,2
21494125,1
58302950,2
99413607,1
19139587,2
14888385,3
27094493,1
45385947,3
43085117,1
7364514,1
77274278,2
22997376,1
17609344,1
83192976,2
57651929,1
61485968,2
3010978,1
13423022,2
17963529,2
39614885,1
74112796,3
99961316,2
25328768,1
74919823,1
14077765,2
66663224,1
11924996,3
85784923,2
55834534,1
21059575,1
39641094,1
91483981,2
95837906,2
99115384,3
2807494,3
24671722,1
37407407,3
75873152,2
81972360,1
39205253,1
70090390,3
69060786,2
41876769,2
8660729,3
30724993,3
54740023,1
18875352,2
75507333,2
42531222,2
40092495,1
52686791,3
85760116,3
31854060,1
22982993,3
33090365,1
89945473,3
32184517,1
90067568,1
34291467,1
94509732,1
96965810,3
36949796,2
70461460,3
54763754,1
42329401,3
51368911,3
42331920,2
92432382,2
78524118,3
31843079,3
42704518,1
63345571,3
4855164,1
71229894,3
33514337,2
52000526,2
52287951,2
88808150,2
2830269,2
80494453,3
32905391,2
92326050,3
84380901,2
97127845,3
34116454,2
32647014,3
55240625,3
82651375,3
43453111,2
6771023,2
3354403,2
92039626,2
91014705,1
41921834,1
8901216,3
23480543,3
63573419,1
13346059,2
35396924,2
48803735,2
87535107,3
90563621,3
567520,3
86593443,3
47611611,1
39863741,3
28568441,2
38932769,1
28495940,2
77641549,2
36314529,2
33787722,2
50189940,1
56602311,2
48354691,2
33053560,2
83915119,3
36945931,1
88936756,2
1737355,1
94036739,1
32814808,2
98233883,3
75178481,2
52950446,2
10267064,2
16186505,2
51581940,2
93630028,2
2599721,3
63215234,2
90363870,3
70218719,2
52614588,1
94093356,3
40228729,3
69047112,2
68580741,2
6404502,3
1582051,1
18945676,2
75269287,2
46295940,2
21736444,1
43740135,2
82181502,3
55548773,3
22809172,3
54371670,3
95356183,3
25490845,1
68109512,3
69231911,2
48317103,2
94286691,2
72398284,2
79470190,3
70340980,2
16520129,2
21401468,1
5176392,2
96623093,2
45647795,3
29061949,3
66630075,2
36625655,2
53404048,2
50306620,1
87915215,2
11012785,1
55035543,2
90972458,1
58635173,1
6761650,1
38171346,2
33900019,3
80248967,1
9149580,1
58739528,2
62774962,2
93821649,1
69858344,1
60330243,2
18023232,2
44811514,1
89096698,2
32015244,3
41124676,2
9452383,1
3930633,2
55306217,1
80554370,1
1331314,2
61471691,2
20764931,2
80848701,3
87735680,2
13619724,2
6969326,3
97817763,3
23242377,2
41132575,2
74359998,2
54053297,2
3875231,2
96304410,1
6448686,2
42094348,3
82163596,2
6520839,2
54519834,2
80593075,3
94119065,2
7178635,2
45478068,1
82038862,3
75845281,3
21160037,2
91041527,1
20233226,1
60145766,1
70410069,2
45235935,1
67835297,3
76100039,2
35209776,1
15625213,3
99133983,1
28951321,3
69156739,2
15507498,2
76547659,2
96357259,3
99559083,2
821376,2
67772944,2
25442545,3
15246701,3
21540236,2
40945273,2
88171283,3
13918399,1
60156469,2
21116630,3
72833095,2
43414875,2
94132784,3
96385717,1
67103292,3
59514237,1
2761985,3
2933606,2
62686912,1
56910850,1
82119637,3
64336892,3
28127237,3
94622531,1
8278097,1
29401477,2
71789602,1
50482646,2
16482466,3
58855971,2
44548213,1
78789377,1
40806438,3
57225981,2
47419937,2
20930826,2
28640493,2
63284313,2
34084210,3
16599563,3
67413491,1
46031389,1
20611469,2
7632520,3
74186254,2
28611959,2
53978907,1
77208177,2
2860306,1
94469494,3
66634626,2
83613144,3
17791372,1
99093252,2
95980896,2
30462130,2
24922413,2
36220497,2
40943888,2
53149506,1
58929848,2
35680213,1
69625514,2
40665326,3
99540478,2
91191393,2
16816082,2
5736450,2
99983667,1
4573733,1
78517972,1
80964309,2
21330207,1
63664612,3
16986311,1
70505396,2
55367030,2
86896833,2
33956778,2
44554348,2
46230473,3
37578108,3
30661471,2
7221301,2
94435519,1
30748418,3
23437956,1
50323599,2
32843248,1
45793593,2
15887185,3
66012657,2
23681376,2
85736996,3
